存货编码,一级类别,二级类别,存货名称,英文名,规格型号,存货代码,存货大类编码,存货大类名称,主计量单位名称,默认仓库名称
6315035,零配件,,二极管总成,,RD50258,,SP03,电子零件,个,原材料仓
6315036,零配件,,过载保护器,"Circuit Breaker, 250V 8A","BREAKER,CRT,8A,250V,2POLE,MAG,51125,UL/CSA RD51125",51125,SP03,电子零件,个,原材料仓
6315037,零配件,,备用编号,,,RD51091,SP03,电子零件,个,原材料仓
6315038,零配件,,三位开关,,"ON-OFF-ON,2HP",,SP03,电子零件,个,原材料仓
6315039,零配件,,白色电源线127mm,,两端压FDFNY2-250母端，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315040,零配件,,手柄黑色电源线(3芯),Power Cord,H05VV-F1.0-3C 黑色,,SP03,电子零件,条,原材料仓
6315041,零配件,,黑色电源线(4芯),,,,SP03,电子零件,条,原材料仓
6315042,零配件,,黑色电源线127mm,,两端压FDFNY2-250母端，另一端压线帽 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315043,零配件,,黑色电源线127mm,,一端压FDFNY2-250母端，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315044,零配件,,黑色电源线75mm,,3条一端压2-250端子，另一端压线帽 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315045,零配件,,白色电源线75mm,,4条一端压250FDFNY2-250母端，另一端压线帽 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315046,零配件,,绿色电源线50mm,,两端压端子 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315047,零配件,,绿色电源线330mm,,一端压端子FDFNY2-250，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315048,零配件,,绿色电源线127mm,,一端压端子FDFNY2-250，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315049,零配件,,黑色电源线250mm,,两端压端子 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315050,零配件,,2T电阻式保险丝总成,,1A/250V,,SP03,电子零件,条,原材料仓
6315051,零配件,,黑色电源线127mm,,一端压MDFNY2-250公端，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315052,零配件,,绿色电源线127mm,,一端压接地端子，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315053,零配件,,白色电源线75mm,White 18AWG 75mm,一端压FDFNY1-250母端，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315054,零配件,,白色电源线127mm,,一端压FDFNY2-250母端，另一端剥皮 UL1015　18AWG　600V　105°C,,SP03,电子零件,条,原材料仓
6315055,零配件,,吸力泵开关,Rocker Switch 250V 16A W/Boot,250V 16A RD编号：51073,51073,SP03,电子零件,个,原材料仓
6315056,零配件,,清水泵开关,Rocker Switch 250V 16A W/Boot,250V 16A RD编号：51074,51074,SP03,电子零件,个,原材料仓
7000000,零配件,,车架总成,Chassis Assembly,焊接件，表面喷深灰色锤纹粉,,SP02,五金件,个,
7000025,零配件,,转轴,,Q235A，表面镀兰锌,,SP02,五金件,个,
7000028,零配件,,踏板,Foot Borad,深灰色，LLDPE,,SP01,塑胶件,个,
7000028-1,零配件,,防滑贴,NON-SLIP MAT,,,SP04,其它零件,个,
7000029,零配件,,支架总成,,,,SP05,半成品,个,
7000030,零配件,,滑轮安装支架,"Bracker,Cable Fixing","Q235A,喷深灰色锤纹粉",,SP02,五金件,个,
7000031,零配件,,轴套,Spacer,Q235A，表面镀兰锌,,SP02,五金件,个,
7000032,零配件,,滑轮,Pulley,"PA6,灰色",,SP01,塑胶件,个,
7000033,零配件,,轴套,Spacer,"Q235A,表面镀兰锌",,SP02,五金件,个,
7000036,零配件,,后轮总成,,,,SP05,半成品,个,
7000037,零配件,,后桥总成,"Support,Transaxle",焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000040,零配件,,驱动电机支架,"Bracket,Transaxle","Q235A,喷深灰色锤纹粉",,SP02,五金件,个,
7000041,零配件,,板型过滤器总成,,,,SP05,半成品,个,
7000042,零配件,,过滤器震动架,Filter Frame,焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000046,零配件,,长密封垫,Gasket(Long),"橡胶发泡，黑色，单面带背胶,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000047,零配件,,短密封垫,Gasket(Short),"橡胶发泡，黑色，单面带背胶,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000048,零配件,,板型过滤器,Panel Filter,,,SP01,塑胶件,个,原材料仓
7000048-1,零配件,,贴纸,,附图,,SP04,其它零件,张,
7000049,零配件,,防滑板,,"PP发泡,深灰色",,SP01,塑胶件,个,
7000051,零配件,,轴杆,level shaft,表面镀兰锌,,SP02,五金件,个,
7000051-1,零配件,,六角头螺栓,HEX HEAD BOLT,M5，304不锈钢（附图）,,SP02,五金件,个,原材料仓
7000053,零配件,,轴支承块,"Support,Main Brush Shaft","PA6,深灰色",,SP01,塑胶件,个,
7000054,零配件,,主刷传动总成,,,,SP05,半成品,个,
7000055,零配件,,轴总成,"Shaft,Main Brush",焊接件，表面喷深灰色锤纹粉,,SP02,五金件,个,
7000060,零配件,,轴套,Flange,45#，表面镀兰锌,,SP02,五金件,个,
7000061,零配件,,从动皮带轮轴,Pin,45#，T235，表面镀兰锌,,SP02,五金件,个,
7000062,零配件,,从动皮带轮,"Pulley,HTD60 5M 15 6W",PL-5M-P60-15AF-AL-A-&15,,SP02,五金件,个,原材料仓
7000063,零配件,,传动刷毂,Traction Hub,PA6+30%GF，深灰色,,SP01,塑胶件,个,
7000064,零配件,,隔套,Spacer,Q235A，表面镀兰锌,,SP02,五金件,个,
7000065,零配件,,主动皮带轮,"Pulley,HTD20 5M 15 6F",HTD20 5M 15 6F,,SP02,五金件,个,原材料仓
7000066,零配件,,活动刷毂总成,,,,SP05,半成品,个,
7000067,零配件,,安装板,Plate,Q235A， 表面镀白锌+喷深灰色锤纹粉,,SP02,五金件,个,
7000067-1,零配件,,套,Spacer,45#，表面镀兰锌,,SP02,五金件,个,
7000068,零配件,,轴套,Spacer,Q235A，表面镀兰锌,,SP02,五金件,个,
7000069,零配件,,活动刷毂,Free Hub,"PA66,深灰色",,SP01,塑胶件,个,
7000069-1,零配件,,盖板,Plate,Q235A， 喷深灰色锤纹粉,,SP02,五金件,个,
7000070,零配件,,弹簧,Spring,不锈弹簧钢丝,,SP02,五金件,个,
7000071,刷子/针座,,主刷总成(PP),Main Brush Assembly (Poly),,,SP05,半成品,个,
7000072,刷子/针座,,主刷,Main Brush (Poly),"PP刷丝，0.5mm,黑色",,SP01,塑胶件,个,
7000073,零配件,,主刷轴套,Hub,"PA6,黑色",,SP01,塑胶件,个,
7000074,刷子/针座,,右边刷组件,,,,SP05,半成品,个,
7000075,零配件,,右边刷安装架,"Support,Right Side Brush",Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000076,零配件,,橡胶条,Rubber,"PU,米白色，50±5 °",,SP01,塑胶件,个,
7000077,零配件,,边刷铰链,"Linkage Assembly, Side Brush",焊接件，表面镀兰锌,,SP02,五金件,个,
7000080,零配件,,轴,"Shaft, Side Brush",Q235A  ，表面镀兰锌,,SP02,五金件,个,
7000081,刷子/针座,,左边刷组件,,,,SP05,半成品,个,
7000082,零配件,,左边刷安装架,"Support,Left Side Brush",Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000083,刷子/针座,,边刷总成,Side Brush Assembly(Poly),PP毛,,SP01,塑胶件,个,
7000083A,刷子/针座,,边刷套装,,PP毛，含两个边刷总成,,SP05,半成品,套,
7000084,刷子/针座,,边刷,Side Brush (Poly),边刷  ，PP毛，0.7mm,,SP01,塑胶件,个,
7000084-1,零配件,,边刷体,,PP发泡，黑色,,SP01,塑胶件,个,
7000085,零配件,,边刷轴套,"Hub,Side Brush",PA66，黑色,,SP01,塑胶件,个,
7000085F,零配件,,边刷轴套,"Hub,Side Brush",PA66，黑色,,SP01,塑胶件,个,
7000086,零配件,,前轮总成,,,,SP05,半成品,个,
7000087,零配件,,前轮安装架,"Support,Front Wheel",焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000092,零配件,,垫,Plate,Q235A，喷深灰色亚光粉,,SP02,五金件,个,
7000093,零配件,,大链轮组件,Crown,焊接件，表面镀硬铬,,SP02,五金件,个,
7000094,零配件,,大链轮,,机加工,,SP02,五金件,个,
7000095,零配件,,定位销,,机加工,,SP02,五金件,个,
7000096,零配件,,法兰总成,,,,SP05,半成品,个,
7000097,零配件,,上法兰,Flange,Q235A，表面镀兰锌,,SP02,五金件,个,
7000098,零配件,,下法兰,Flange,Q235A，表面镀兰锌,,SP02,五金件,个,
7000099,零配件,,支撑板总成,Plate Supporting,焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000103,零配件,,衬套,Bushing,QSn4-3,,SP02,五金件,个,
7000104,零配件,,法兰盘,Flange,Q235A，表面镀兰锌,,SP02,五金件,个,
7000105,零配件,,前轮轴,"Shaft,Front Wheel","40Cr,T235, 表面镀兰锌",,SP02,五金件,个,
7000106,零配件,,轴承挡板,Bearing Retainer,45#  ，表面镀兰锌,,SP02,五金件,个,
7000107,零配件,,中间轴,Steering Shaft,发黑,,SP02,五金件,根,
7000107-1,零配件,,中间轴,Steering Shaft,返工,,SP02,五金件,根,
7000107A,零配件,,转向轴总成,,,,SP02,五金件,个,
7000108,零配件,,转向轴,Steering Shaft,发黑,,SP02,五金件,个,
7000108-2,零配件,,转向轴,,返工,,SP02,五金件,条,
7000109,零配件,,小链轮,Sprocket,45#，T235，齿部高频40~45HRC ，表面镀硬铬,,SP02,五金件,个,
7000110,零配件,,链条,Chain,06B-I-74，GB/T1243-2006(DIN 8187-ISO 606),,SP02,五金件,个,
7000111,零配件,,转向总成,,,,SP05,半成品,个,
7000112,零配件,,转向立柱,Column,焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000113,零配件,,支架,Support,焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000114,零配件,,工作灯支架,"Support,Led Worklamp",Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000115,零配件,,套,Spacer,Q235A，表面镀兰锌,,SP02,五金件,个,
7000116,零配件,,边刷回转杠杆,"Return Lever,Side Brush",焊接件，表面镀兰锌,,SP02,五金件,个,
7000119,零配件,,主刷回转杠杆,"Return Lever,Main Brush",焊接件，表面镀兰锌,,SP02,五金件,个,
7000122,零配件,,前裙边总成,Front Skirt Assembly,,,SP05,半成品,个,
7000123,零配件,,前裙边架,"Frame,Front Skirt",焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000127,零配件,,前裙边,Front Skirt,PU，75±5 ° ，黑色,,SP01,塑胶件,个,
7000128,零配件,,前裙边压板,"Plate,Front Skirt",Q235A，喷深灰色亚光粉,,SP02,五金件,个,
7000129,零配件,,后裙边总成,,,,SP05,半成品,个,
7000130,零配件,,后裙边,Rear Skirt,氯丁橡胶，65±5 ° ，黑色,,SP01,塑胶件,个,
7000131,零配件,,后裙边压板,"Plate,Rear Skirt",Q235A，喷深灰色亚光粉,,SP02,五金件,个,
7000132,零配件,,右裙边总成,,,,SP05,半成品,个,
7000133,零配件,,右裙边支撑板,"Support,Right Skirt",焊接件，喷深灰色亚光粉,,SP02,五金件,个,
7000134,零配件,,侧裙边,Side Skirt,氯丁橡胶，65±5 ° ，黑色,,SP01,塑胶件,个,
7000135,零配件,,侧裙边压板,"Plate,Side Skirt",Q235A，喷深灰色亚光粉,,SP02,五金件,个,
7000136,零配件,,左裙边总成,,,,SP05,半成品,个,
7000137,零配件,,尘箱总成,Hopper Assembly,,,SP05,半成品,个,
7000138,零配件,,尘箱,Hopper,深灰色，LLDPE,,SP01,塑胶件,个,
7000139,零配件,,尘箱轮,Hopper Wheel,内轮黑色，外轮浅灰,,SP04,其它零件,个,
7000140,零配件,,堵(圆形管塞）,Cap,"RN1CBK1,黑色",,SP01,塑胶件,个,
7000141,零配件,,垫块,Plate,不锈钢304,,SP02,五金件,个,
7000145,零配件,,手柄,Handle,Q235A，表面喷深灰色亚光粉,,SP02,五金件,个,
7000146,零配件,,轮轴套,Spacer,不锈钢201,,SP02,五金件,个,
7000147,零配件,,裙边拉簧,Spring,不锈弹簧钢丝,,SP02,五金件,个,
7000148,零配件,,支架座,"Support,Led Worklamp",Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000152,零配件,,配电柜组件,,,,SP05,半成品,个,
7000152L,零配件,,配电柜组件,,租机用,,SP05,半成品,个,
7000152L-U,零配件,,配电柜组件,,租机，出美国,,SP05,半成品,个,
7000153,零配件,,配电柜,Electronic Box,"焊接件, 喷深灰色锤纹粉",,SP02,五金件,个,
7000154,零配件,,配电柜盖,"Cover,Electronic Box",Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000155,零配件,,密封垫,Gasket,"EVA发泡,黑色",,SP01,塑胶件,个,
7000157,零配件,,扇罩组件,,,,SP05,半成品,个,
7000158,零配件,,风扇罩,Cover,LLDPE，浅灰色,,SP01,塑胶件,个,
7000158-1,零配件,,垫,PLATE,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000159,零配件,,离心式风扇,Vacuum Fan,型号：COMEX 3800_0008_00_R250-24L8201-R01_M,,SP06,电机,台,原材料仓
7000159-11,零配件,,碳刷组件,,"含四个碳刷,用于电机7000159-4",,SP03,电子零件,套,原材料仓
7000159-4,零配件,,尘控电机,Motor,CCL，DC24V,,SP06,电机,台,原材料仓
7000159-5,零配件,,风扇,,高温PP，黑色，包含零件风扇座（7000159-6），风扇主体（7000159-7）,,SP01,塑胶件,个,
7000159-8,零配件,,销轴,Shaft,Q235A，表面镀兰锌,,SP02,五金件,个,
7000159A,零配件,,离心式风扇,,压端子，维修备件,,SP05,半成品,个,
7000160,零配件,,防护罩,Screen Protection,"Q235A,表面镀兰锌",,SP02,五金件,个,
7000161,零配件,,脚踏总成,,,,SP05,半成品,个,
7000162,零配件,,踏板变速系统,Speed Control Pedal,10467-00436-01,,SP03,电子零件,个,
7000162-1,零配件,,堵,Hole plug,12065266,,SP01,塑胶件,个,
7000162-2,零配件,,传感器,"KIT,SENSOR SERVICE","IEC P/N:10822,",,SP03,电子零件,个,
7000164,零配件,,密封垫,Gasket,"EVA发泡，单面带背胶，黑色,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000165,零配件,,密封垫,,"橡胶发泡，单面带背胶，黑色,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000169,零配件,,电池盒,Battery Container,深灰色，LLDPE,,SP01,塑胶件,个,
7000169L,零配件,,电池盒,Battery Container,租机,,SP01,塑胶件,个,
7000170,零配件,,圆盘,Disk Plate,Q235A，表面镀兰锌,,SP02,五金件,个,
7000171,零配件,,连杆,Lever,Q235A，表面镀兰锌,,SP02,五金件,个,
7000172,零配件,,套,Spacer,Q235A，表面镀兰锌,,SP02,五金件,个,
7000173,零配件,,双头螺栓,Bar,Q235A，表面镀兰锌,,SP02,五金件,个,
7000174,零配件,,旋钮,"Knob,M10",,,SP04,其它零件,个,
7000175,零配件,,旋钮,Knob,KNOB ART. 66484,,SP04,其它零件,个,
7000176,零配件,,旋钮,,,,SP04,其它零件,个,原材料仓
7000177,零配件,,旋钮,Knob,"PA6,深灰色，M6",,SP04,其它零件,个,
7000178,零配件,,旋钮,Knob,"PA6,深灰色，M6",,SP04,其它零件,个,
7000178-1,零配件,,旋钮,,,,SP04,其它零件,个,
7000179,零配件,,旋钮,"Knob,M6",M6,,SP04,其它零件,个,
7000180,零配件,,旋钮,Knob,"PA6,深灰色，M8",,SP04,其它零件,个,
7000181,零配件,,搭扣,Latch,304不锈钢，型号：5619B，手柄套兰色,,SP02,五金件,个,
7000184,零配件,,锂电池车载式充电器,,输入225V，输出25.5V 16A，JD2415Li,,SP03,电子零件,个,原材料仓
7000185,零配件,,深沟球轴承,Ball Bearing,SKF 6001 2RS,,MC16,轴承、密封圈、销、键、铆钉类,个,
7000186,零配件,,深沟球轴承,"Ball Bearing,6002 2RS",SKF 6002 2RS,,MC16,轴承、密封圈、销、键、铆钉类,个,
7000187,零配件,,深沟球轴承,"Ball Bearing,6207 2RS",SKF 6207 2RS,,MC16,轴承、密封圈、销、键、铆钉类,个,
7000188,零配件,,带座轴承,Ball Bearing with Flange,SKF FYTB 20 TF,,MC16,轴承、密封圈、销、键、铆钉类,个,
7000189,零配件,,控制器,Control Unit,,,SP03,电子零件,个,
7000190,零配件,,空气弹簧,"Gas,Spring",30kG 杆径?6mm 自由长度155mm 行程40mm,,SP02,五金件,个,
7000192,零配件,,圆齿弧同步带,Belt,710-5M-15,,SP01,塑胶件,条,
7000193,零配件,,左边刷电机,Left Side Brush Motor,输出轴逆时针,,SP06,电机,个,
7000193-1,零配件,,碳刷组件,,"含两个碳刷,用于电机7000193，7000194",,SP03,电子零件,套,原材料仓
7000193A,零配件,,左边刷电机,,压端子，维修备件,,SP05,半成品,个,
7000194,零配件,,右边刷电机,Right Side Brush Motor,输出轴顺时针,,SP06,电机,个,
7000194A,零配件,,右边刷电机,,压端子，维修备件,,SP05,半成品,个,
7000195,零配件,,振尘电机,Filter Shaker Motor,24V 100W S2 6500RPM IP54,,SP06,电机,个,
7000195A,零配件,,振尘电机,,压端子，维修备件,,SP05,半成品,个,
7000196,零配件,,主刷电机,Main Brush Motor,24V，500W，S1，1600RPM，IP44,,SP06,电机,台,原材料仓
7000196-1,零配件,,碳刷组件,,"含四个碳刷,用于电机7000196",,SP03,电子零件,套,原材料仓
7000197,零配件,,驱动轴,Transaxle,"MRP9D 24V 600W S2 110RPM IP44,带 ELECTRONIC BRAKE 5Nm",,SP06,电机,个,
7000197-3,零配件,,碳刷组件,,"含四个碳刷,用于电机7000197",,SP03,电子零件,套,原材料仓
7000197A,零配件,,驱动轴总成,,带连接器,,SP05,半成品,套,
7000198,零配件,,前轮,Front Wheel,型号:0TPT4004020SD,,SP04,其它零件,个,
7000199,零配件,,驱动轮,Traction Wheel,ATPA40040002,,SP04,其它零件,个,
7000210,零配件,,裙边提升踏板总成,Front Skirt Rainsing Pedal Kit,,,SP05,半成品,个,
7000211,零配件,,底板总成,Pedal Support,焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000213,零配件,,轴套,Spacer,"Q235A,表面镀兰锌",,SP02,五金件,个,
7000214,零配件,,踏板组件,Pedal,焊接件，喷深灰色锤纹粉,,SP02,五金件,个,
7000217,零配件,,弹簧,Spring,不锈弹簧钢丝,,SP02,五金件,个,
7000218,零配件,,定位块,Stopper,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000219,零配件,,连杆,Lever,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000220,零配件,,滚轮,Roller,"PA6,本色",,SP01,塑胶件,个,
7000221,零配件,,踏板罩,Cover,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000225,零配件,,前盖板,"plate,front",Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000226,零配件,,后盖板,"plate,front",Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000227,零配件,,驱动电机右支架,"Right Bracket,Transaxle","Q235A,喷深灰色锤纹粉",,SP02,五金件,个,
7000227F,零配件,,驱动电机右支架,"Right Bracket,Transaxle","Q235A,喷深灰色锤纹粉,返工",,SP02,五金件,个,
7000228,零配件,,发迅支架,Bracket,"Q235A,表面黑色电泳漆",,SP02,五金件,个,
7000232,零配件,,手柄总成,Handle Assembly,焊接件，表面喷深灰色亚光粉,,SP02,五金件,个,
7000235,零配件,,右尘箱总成,Kit Right Bocket,,,SP05,半成品,个,
7000236,零配件,,右尘箱,Right Bocket,深灰色，LLDPE,,SP01,塑胶件,个,
7000237,零配件,,左尘箱总成,Kit Left Bocket,,,SP05,半成品,个,
7000238,零配件,,左尘箱,Left Bocket,深灰色，LLDPE,,SP01,塑胶件,个,
7000242,零配件,,螺丝式保险丝,,100A，LESFUSE 498.100,,SP03,电子零件,个,
7000244,零配件,,螺丝式保险丝,,40A，LESFUSE 498.040,,SP03,电子零件,个,
7000245,零配件,,汽车保险座,Fuse Holder,TR-4P,,SP01,塑胶件,个,
7000246,零配件,,汽车保险丝,"Fuse,5A","ATC,5A",,SP03,电子零件,个,原材料仓
7000247,零配件,,汽车保险丝,"Fuse,3A","ATC,3A",,SP03,电子零件,个,原材料仓
7000248,零配件,,汽车保险丝,"Fuse,15A","ATC,15A",,SP03,电子零件,个,
7000257,零配件,,机身总成,,,,SP05,半成品,个,
7000257U,零配件,,机身总成,,出美国,,SP05,半成品,个,
7000258,零配件,,方向盘总成,,,,SP05,半成品,个,
7000259,零配件,,罩壳总成,,,,SP05,半成品,个,
7000259L,零配件,,罩壳总成,,租机用,,SP05,半成品,个,
7000262,零配件,,过滤室后盖总成,,,,SP05,半成品,个,
7000263,零配件,,配电柜盖组件,,,,SP05,半成品,个,
7000264,零配件,,过滤室后盖,Rear Cover,浅灰色，LLDPE,,SP01,塑胶件,个,
7000265,零配件,,密封垫,,,,SP05,半成品,个,
7000266,零配件,,左边刷调节板,Plate,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000267,零配件,,右边刷调节板,Plate,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000268,零配件,,座椅支架,Bracket,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000269,零配件,,前防撞梁,Front Bumper,"Q235A,表面喷黑色亚光粉",,SP02,五金件,个,
7000270,零配件,,密封垫,,"橡胶发泡（带背胶），黑色,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000271,零配件,,密封垫,Gasket,"橡胶发泡（带背胶），黑色,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000272,零配件,,电缆固定头,Strain Relief,PGB16-14B ，黑色,,SP03,电子零件,个,
7000273,零配件,,护线套,Grommet,"KSS GMQ-1108S ,黑色",,SP01,塑胶件,个,
7000274,零配件,,D型安全销,Split Pin,?6x45 ，表面镀兰锌,,SP02,五金件,个,
7000275,零配件,,扎带座,Clamp Support,尼龙，本色，ATM-2,,SP01,塑胶件,个,
7000276,零配件,,座椅,,TY-B11，带安全开关,,SP04,其它零件,个,
7000276A,零配件,,座椅,,压端子，维修备件,,SP05,半成品,个,
7000276F,零配件,,座椅,,TY-B11，带安全开关,,SP04,其它零件,个,
7000277,零配件,,电缆固定头,Strain Relief,PGB21-18B ，黑色,,SP03,电子零件,个,
7000278,零配件,,加长手柄,,焊接件，表面喷黑色亚光粉,,SP02,五金件,个,
7000279,零配件,,座椅垫,Bracket,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000280,零配件,,急停开关总成,,,,SP05,半成品,个,
7000282,零配件,,警示灯总成,,,,SP05,半成品,套,
7000283,零配件,,堵(圆形管塞）,Cap,"RN30MABK1,黑色",,SP01,塑胶件,个,
7000284,零配件,,塑胶垫,,硬PVC，黑色,,SP01,塑胶件,个,
7000285,零配件,,密封垫,Gasket Adhesive,"丁晴橡胶（单面带背胶），黑色,硬度50~60 SHORE A",,SP01,塑胶件,个,
7000286,零配件,,密封垫,Gasket,"丁晴橡胶（单面带背胶），黑色,硬度50~60 SHORE A",,SP01,塑胶件,条,
7000287,零配件,,堵(圆形管塞）,,RN35MABK1，黑色,,SP01,塑胶件,个,
7000288,零配件,,支架,,Q235A，喷深灰色锤纹粉,,SP02,五金件,个,
7000291,零配件,,密封垫,Gasket,"橡胶发泡，黑色，单面带背胶,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000292,零配件,,右把手,,铝合金，表面发黑,,SP02,五金件,个,
7000293,零配件,,刷子调高底把手,Lever,不锈钢，表面喷黑色亚光粉,,SP02,五金件,个,
7000293-1,零配件,,把手套,"Cover, Lever",电木，黑色，去刺（倒R3),,SP01,塑胶件,个,
7000294,零配件,,球头关节轴承,Joint-head,型号:SQ10C-RS(JB/T5306-2007),,MC16,轴承、密封圈、销、键、铆钉类,个,
7000295,零配件,,套,Tube,Q235A，表面镀兰锌,,SP02,五金件,个,
7000298,零配件,,急停开关面板,,Q235A，喷深灰色亚光粉,,SP02,五金件,个,
7000299,零配件,,急停开关面板贴纸,,"8B35PC,带3M背胶",,SP04,其它零件,张,
7000305,零配件,,中间密封垫,,"EVA发泡，单面带3M背胶，黑色,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000306,零配件,,左密封垫,,"EVA发泡，单面带3M背胶，黑色,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000307,零配件,,右密封垫,,"EVA发泡，单面带3M背胶，黑色,硬度30~40 SHORE A",,SP01,塑胶件,条,
7000308,零配件,,套,,Q235A，表面镀兰锌,,SP02,五金件,个,
7000309,零配件,,面板贴纸,"Decal,Dash Board",8B35PC，附图,,SP04,其它零件,张,
7000310,零配件,,垫块,Spacer,"PA6,本色",,SP01,塑胶件,个,
7000311,零配件,,机身,,浅灰色，LLDPE,,SP01,塑胶件,个,
7000313,零配件,,警示灯,Flash Light,24V，转闪，JS70-5PZK-Y (国产光源)，带密封垫,,SP03,电子零件,个,原材料仓
7000313A,零配件,,警示灯（带端子）,kit flashing light,,,SP05,半成品,套,
7000314,零配件,,风琴罩,Rubber Cover,丁晴橡胶，60±5°，黑色,,SP01,塑胶件,个,
7000315,零配件,,支架,Bracket,PA6+20GF，深灰色,,SP01,塑胶件,个,
7000316,零配件,,橡胶夹,Clamp,丁晴橡胶，黑色，硬度65~75   SHORE A,,SP01,塑胶件,个,
7000317,零配件,,销轴,Pin,Q235A，表面镀兰锌,,SP02,五金件,个,
7000318,零配件,,堵(圆形管塞）,,RN27MABK1,,SP01,塑胶件,个,
7000319,零配件,,安装支架,Bracket (for Gel battery charger),表面喷深灰色锤纹粉,,SP02,五金件,个,
7000320,零配件,,安装支架,Bracket (for Li battery charger),表面喷深灰色锤纹粉,,SP02,五金件,个,
7000321,零配件,,开口扣式护线套,Snap Bushing,NB-1722C,,SP01,塑胶件,个,
7000322,零配件,,开口扣式护线套,Snap Bushing,KSS OSB-26,,SP01,塑胶件,个,
7000323,零配件,,边刷拉簧,Spring,,,SP02,五金件,个,原材料仓
7000324,零配件,,主刷电机,Main Brush Motor,"ZYT-114M-03,24V，500W，S1，1700RPM，IP44",,SP06,电机,台,原材料仓
7000324-1,零配件,,碳刷组件,,"含四个碳刷,用于电机7000324",,SP03,电子零件,套,原材料仓
7000324A,零配件,,主刷电机,,压端子，维修备件,,SP05,半成品,个,
7000325,零配件,,驱动轴,Transaxle,"CCL,GT46D-16T-0001-WF,24V 600W S1 110RPM IP44,带 ELECTRONIC BRAKE 5Nm",,SP06,电机,个,原材料仓
7000325-1,零配件,,碳刷组件,,"碳刷+弹簧+接电片,用于电机7000325",,SP03,电子零件,套,原材料仓
7000325A,零配件,,驱动轴,,压端子，维修备件,,SP05,半成品,个,
7000326,零配件,,压板,PLATE,表面喷深灰色锤纹粉,,SP02,五金件,个,
7000327,零配件,,刹车器,BRAKE ASSEMBLY,"BRK-015-005,24V，5Nm",,SP03,电子零件,个,原材料仓
7000327A,零配件,,刹车器套装,,24V，5NM，配CCL驱动轴7000325,,SP05,半成品,套,
7000328,零配件,,电刹,BRAKE ASSEMBLY,"Amer 2720223,24V，5Nm，配AMER驱动轴7000197",,SP03,电子零件,个,原材料仓
7000328A,零配件,,电刹套装,,24V，5NM，配AMER驱动轴7000197,,SP05,半成品,套,
7000395,零配件,,面板密封垫,Gasket,"氯丁橡胶发泡（带3M背胶），黑色,硬度20~30 SHORE A",,SP01,塑胶件,条,
7000396,零配件,,开关板密封垫,Gasket,"氯丁橡胶发泡（带3M背胶），黑色,硬度20~30 SHORE A",,SP01,塑胶件,条,
